# aspect_step loop time dt n_substeps max_diffusion_change max_uplift_change max_total_change max_elevation
3 40 1.333333 0.033333 30 5.799691939222143e-04 6.000000002241977e-04 2.071497808224226e-04 1.460269704192747e-02
3 41 1.366667 0.033333 30 5.806851210881409e-04 6.000000002241977e-04 2.015159077574120e-04 1.479742334456518e-02
3 42 1.400000 0.033333 30 5.813691772891417e-04 6.000000002241977e-04 1.960291782634304e-04 1.498645239504570e-02
3 43 1.433333 0.033333 30 5.820232690999156e-04 6.000000002241977e-04 1.906871047970514e-04 1.516995833926287e-02
3 44 1.466667 0.033333 30 5.826491450522872e-04 6.000000002241972e-04 1.854870347090809e-04 1.534811031259698e-02
3 45 1.500000 0.033333 30 5.832484131011316e-04 6.000000002241977e-04 1.804261868594975e-04 1.552107247676534e-02
3 46 1.533333 0.033333 30 5.838225557076265e-04 6.000000002241977e-04 1.755016828516153e-04 1.568900407830232e-02
3 47 1.566667 0.033333 30 5.843729429134957e-04 6.000000002241977e-04 1.709045754412584e-04 1.585205952414356e-02
3 48 1.600000 0.033333 30 5.849008437157203e-04 6.000000002241977e-04 1.665170168089307e-04 1.601038847056413e-02
3 49 1.633333 0.033333 30 5.854074359987176e-04 6.000000002241972e-04 1.622356511392052e-04 1.616413592236642e-02
3 50 1.666667 0.033333 30 5.858938152380356e-04 6.000000002241972e-04 1.580587014009521e-04 1.631344233975307e-02
3 51 1.700000 0.033333 30 5.863610021543571e-04 6.000000002241972e-04 1.539843294716403e-04 1.645844375076905e-02
3 52 1.733333 0.033333 30 5.868099494675729e-04 6.000000002241972e-04 1.500106491171081e-04 1.659927186757211e-02
3 53 1.766667 0.033333 30 5.872415478767341e-04 6.000000002241972e-04 1.461357373877970e-04 1.673605420510329e-02
3 54 1.800000 0.033333 30 5.876566313718929e-04 6.000000002241972e-04 1.423576446157333e-04 1.686891420098937e-02
3 55 1.833333 0.033333 30 5.880559819674263e-04 6.000000002241972e-04 1.386744031747489e-04 1.699797133572678e-02
3 56 1.866667 0.033333 30 5.884403339327412e-04 6.000000002241977e-04 1.350840351469970e-04 1.712334125237664e-02
3 57 1.900000 0.033333 30 5.888103775849277e-04 6.000000002241977e-04 1.315845590220133e-04 1.724513587515206e-02
3 58 1.933333 0.033333 30 5.891667626983831e-04 6.000000002241972e-04 1.281739955395975e-04 1.736346352640360e-02
3 59 1.966667 0.033333 30 5.895101015784693e-04 6.000000002241972e-04 1.248503727746299e-04 1.747842904161319e-02
3 60 2.000000 0.033333 30 5.898409718395731e-04 6.000000002241977e-04 1.216117305506415e-04 1.759013388209369e-02
4 61 2.033333 0.033333 30 5.901599189223027e-04 6.000000002241972e-04 1.184561242586479e-04 1.769867624516271e-02
4 62 2.066667 0.033333 30 5.904674583797863e-04 6.000000002241972e-04 1.153816281490375e-04 1.780415117161900e-02
4 63 2.100000 0.033333 30 5.907640779590165e-04 6.000000002241972e-04 1.123863381563978e-04 1.790665065039900e-02
4 64 2.133333 0.033333 30 5.910502394997573e-04 6.000000002241977e-04 1.094683743103723e-04 1.800626372033137e-02
4 65 2.166667 0.033333 30 5.913263806706032e-04 6.000000002241972e-04 1.066258827795950e-04 1.810307656894100e-02
4 66 2.200000 0.033333 30 5.915929165593247e-04 6.000000002241977e-04 1.038570375903256e-04 1.819717262828096e-02
4 67 2.233333 0.033333 30 5.918502411324687e-04 6.000000002241972e-04 1.011600420569442e-04 1.828863266779319e-02
4 68 2.266667 0.033333 30 5.920987285773761e-04 6.000000002241977e-04 9.853312995700483e-05 1.837753488421681e-02
4 69 2.300000 0.033333 30 5.923387345382137e-04 6.000000002241972e-04 9.597456648025027e-05 1.846395498857720e-02
4 70 2.333333 0.033333 30 5.925705972562242e-04 6.000000002241972e-04 9.348264897748176e-05 1.854796629030071e-02
4 71 2.366667 0.033333 30 5.927946386232678e-04 6.000000002241972e-04 9.105570753241074e-05 1.862963977850883e-02
4 72 2.400000 0.033333 30 5.930111651566805e-04 6.000000002241977e-04 8.869210537717359e-05 1.870904420055258e-02
4 73 2.433333 0.033333 30 5.932204689025971e-04 6.000000002241977e-04 8.639023916984581e-05 1.878624613785345e-02
4 74 2.466667 0.033333 30 5.934228282741118e-04 6.000000002241977e-04 8.414853915024098e-05 1.886131007912085e-02
4 75 2.500000 0.033333 30 5.936185088299736e-04 6.000000002241972e-04 8.196546918880915e-05 1.893429849101891e-02
4 76 2.533333 0.033333 30 5.938077639989305e-04 6.000000002241977e-04 7.989630098055936e-05 1.900527188635718e-02
4 77 2.566667 0.033333 30 5.939908357542817e-04 6.000000002241972e-04 7.789252080452752e-05 1.907428888988082e-02
4 78 2.600000 0.033333 30 5.941679552427916e-04 6.000000002241972e-04 7.593832563828826e-05 1.914140630173610e-02
4 79 2.633333 0.033333 30 5.943393433716607e-04 6.000000002241977e-04 7.403256265010524e-05 1.920667915868680e-02
4 80 2.666667 0.033333 30 5.945052113569263e-04 6.000000002241972e-04 7.217409943578376e-05 1.927016079315657e-02
4 81 2.700000 0.033333 30 5.946657612363191e-04 6.000000002241972e-04 7.036182420233628e-05 1.933190289017122e-02
4 82 2.733333 0.033333 30 5.948211863493558e-04 6.000000002241972e-04 6.859464589254599e-05 1.939195554227370e-02
4 83 2.766667 0.033333 30 5.949716717871378e-04 6.000000002241972e-04 6.687149425612174e-05 1.945036730248289e-02
4 84 2.800000 0.033333 30 5.951173948141718e-04 6.000000002241972e-04 6.519131987278021e-05 1.950718523536599e-02
4 85 2.833333 0.033333 30 5.952585252642570e-04 6.000000002241972e-04 6.355309413198437e-05 1.956245496629219e-02
4 86 2.866667 0.033333 30 5.953952259123538e-04 6.000000002241977e-04 6.195580917371310e-05 1.961622072893359e-02
4 87 2.900000 0.033333 30 5.955276528241604e-04 6.000000002241972e-04 6.039847779442525e-05 1.966852541107742e-02
4 88 2.933333 0.033333 30 5.956559556849735e-04 6.000000002241972e-04 5.888013332173633e-05 1.971941059881169e-02
4 89 2.966667 0.033333 30 5.957802781093109e-04 6.000000002241977e-04 5.739982946130831e-05 1.976891661914417e-02
4 90 3.000000 0.033333 30 5.959007579325985e-04 6.000000002241972e-04 5.595664011898843e-05 1.981708258111303e-02
