# aspect_step loop time dt n_substeps max_diffusion_change max_uplift_change max_total_change max_elevation
2 1 0.050000 0.050000 20 4.697548852187668e-04 9.000000003362964e-04 1.233614272877538e-03 1.580809588854658e-03
2 2 0.100000 0.050000 20 4.804675520750833e-04 9.000000003362964e-04 9.328125951308210e-04 2.274246280556896e-03
2 3 0.150000 0.050000 20 6.031764400853887e-04 9.000000003362965e-04 8.133254166395078e-04 3.052767914660630e-03
2 4 0.200000 0.050000 20 6.667218289912080e-04 9.000000003362963e-04 7.689329537807956e-04 3.780878941823173e-03
2 5 0.250000 0.050000 20 7.074642461885221e-04 9.000000003362965e-04 7.448083677725516e-04 4.496441759096545e-03
2 6 0.300000 0.050000 20 7.366504229577649e-04 9.000000003362963e-04 7.153980903955668e-04 5.211839849492111e-03
2 7 0.350000 0.050000 20 7.587227356047382e-04 9.000000003362965e-04 6.968966342797396e-04 5.895698471326208e-03
2 8 0.400000 0.050000 20 7.759710491969441e-04 9.000000003362963e-04 6.754502480736356e-04 6.545994217089299e-03
2 9 0.450000 0.050000 20 7.897806410563672e-04 9.000000003362963e-04 6.510971331500455e-04 7.162336503417898e-03
2 10 0.500000 0.050000 20 8.010614634251026e-04 9.000000003362963e-04 6.251052331310326e-04 7.745313391461929e-03
2 11 0.550000 0.050000 20 8.104389705132194e-04 9.000000003362963e-04 5.984026877420981e-04 8.296083518171633e-03
2 12 0.600000 0.050000 20 8.183558326661732e-04 9.000000003362963e-04 5.766716620896131e-04 8.840561303317165e-03
2 13 0.650000 0.050000 20 8.251322311548350e-04 9.000000003362963e-04 5.548561795498796e-04 9.385835520059681e-03
2 14 0.700000 0.050000 20 8.310038933126455e-04 9.000000003362963e-04 5.330267584387101e-04 9.905426619575282e-03
2 15 0.750000 0.050000 20 8.361470657307730e-04 9.000000003362963e-04 5.114301488431377e-04 1.040020823114216e-02
2 16 0.800000 0.050000 20 8.406953838220911e-04 9.000000003362963e-04 4.902453914754704e-04 1.087116499798193e-02
2 17 0.850000 0.050000 20 8.447515159113969e-04 9.000000003362963e-04 4.695988690437466e-04 1.131933899830772e-02
2 18 0.900000 0.050000 20 8.483953395083919e-04 9.000000003362963e-04 4.495765450191133e-04 1.174579269804037e-02
2 19 0.950000 0.050000 20 8.516897643130023e-04 9.000000003362963e-04 4.302336831610472e-04 1.215158371029369e-02
2 20 1.000000 0.050000 20 8.546849296685835e-04 9.000000003362963e-04 4.134255853226552e-04 1.253774795058794e-02
3 21 1.050000 0.050000 20 8.574212627548389e-04 9.000000003362963e-04 3.972411355798160e-04 1.290528873914032e-02
3 22 1.100000 0.050000 20 8.599317285900229e-04 9.000000003362963e-04 3.815559624012893e-04 1.325517009720990e-02
3 23 1.150000 0.050000 20 8.622435006752508e-04 9.000000003362967e-04 3.663851866707851e-04 1.358831298403304e-02
3 24 1.200000 0.050000 20 8.643792124439532e-04 9.000000003362967e-04 3.517361622663116e-04 1.390559357867274e-02
3 25 1.250000 0.050000 20 8.663579028137698e-04 9.000000003362967e-04 3.376101906590531e-04 1.420784296720473e-02
3 26 1.300000 0.050000 20 8.681957367299101e-04 9.000000003362967e-04 3.240038983900757e-04 1.449584777907023e-02
3 27 1.350000 0.050000 20 8.699065589299264e-04 9.000000003362963e-04 3.109103392490032e-04 1.477035144790607e-02
3 28 1.400000 0.050000 20 8.715023231668463e-04 9.000000003362967e-04 2.983198733008102e-04 1.505722578853487e-02
3 29 1.450000 0.050000 20 8.729934277454379e-04 9.000000003362967e-04 2.862208659752796e-04 1.533271454442601e-02
3 30 1.500000 0.050000 20 8.743889800651491e-04 9.000000003362967e-04 2.746002425986615e-04 1.559624723081361e-02
3 31 1.550000 0.050000 20 8.756970069709871e-04 9.000000003362967e-04 2.634439270867810e-04 1.584836906712201e-02
3 32 1.600000 0.050000 20 8.769246234320597e-04 9.000000003362967e-04 2.532022653914320e-04 1.608960078567668e-02
3 33 1.650000 0.050000 20 8.780781689370258e-04 9.000000003362967e-04 2.435107181080164e-04 1.632043928475037e-02
3 34 1.700000 0.050000 20 8.791633186932980e-04 9.000000003362967e-04 2.341710683723876e-04 1.654135839495644e-02
3 35 1.750000 0.050000 20 8.801851750134351e-04 9.000000003362963e-04 2.251740066692275e-04 1.675280971826201e-02
3 36 1.800000 0.050000 20 8.811483430047565e-04 9.000000003362967e-04 2.165098954369764e-04 1.695522350913716e-02
3 37 1.850000 0.050000 20 8.820569937297651e-04 9.000000003362967e-04 2.081688876878450e-04 1.714900957516524e-02
3 38 1.900000 0.050000 20 8.829149172911266e-04 9.000000003362963e-04 2.001410243663397e-04 1.733455818038941e-02
3 39 1.950000 0.050000 20 8.837255677546793e-04 9.000000003362967e-04 1.924163140175975e-04 1.751224093920104e-02
3 40 2.000000 0.050000 20 8.844921014125860e-04 9.000000003362963e-04 1.849847977244551e-04 1.768241169202131e-02
4 41 2.050000 0.050000 20 8.852174095737488e-04 9.000000003362967e-04 1.778366017673103e-04 1.784540735664373e-02
4 42 2.100000 0.050000 20 8.859041468260538e-04 9.000000003362967e-04 1.709619800449973e-04 1.800154875108685e-02
4 43 2.150000 0.050000 20 8.865547555269374e-04 9.000000003362967e-04 1.643513479516225e-04 1.815114138530228e-02
4 44 2.200000 0.050000 20 8.871714871323357e-04 9.000000003362963e-04 1.579953091217327e-04 1.829447622020686e-02
4 45 2.250000 0.050000 20 8.877564208590854e-04 9.000000003362967e-04 1.518846762220312e-04 1.843183039334697e-02
4 46 2.300000 0.050000 20 8.883114800852360e-04 9.000000003362963e-04 1.460104867747614e-04 1.856346791112362e-02
4 47 2.350000 0.050000 20 8.888384468207478e-04 9.000000003362963e-04 1.403640148373748e-04 1.868964030796116e-02
4 48 2.400000 0.050000 20 8.893389745235764e-04 9.000000003362967e-04 1.349367792302172e-04 1.881058727312893e-02
4 49 2.450000 0.050000 20 8.898145994899525e-04 9.000000003362967e-04 1.297205488929240e-04 1.892653724615411e-02
4 50 2.500000 0.050000 20 8.902667510103639e-04 9.000000003362967e-04 1.247073458582014e-04 1.903770798191978e-02
4 51 2.550000 0.050000 20 8.906967604523550e-04 9.000000003362963e-04 1.199619967942565e-04 1.914430708664044e-02
4 52 2.600000 0.050000 20 8.911058694064493e-04 9.000000003362967e-04 1.154796927974600e-04 1.924653252596470e-02
4 53 2.650000 0.050000 20 8.914952370110783e-04 9.000000003362967e-04 1.111627385483871e-04 1.934457310647926e-02
4 54 2.700000 0.050000 20 8.918659465554945e-04 9.000000003362963e-04 1.070053836866695e-04 1.943860893188985e-02
4 55 2.750000 0.050000 20 8.922190114456054e-04 9.000000003362967e-04 1.030020336171208e-04 1.952881183513875e-02
4 56 2.800000 0.050000 20 8.925553806059163e-04 9.000000003362967e-04 9.914725083028098e-05 1.961534578769032e-02
4 57 2.850000 0.050000 20 8.928759433808968e-04 9.000000003362963e-04 9.543575535215024e-05 1.969836728717841e-02
4 58 2.900000 0.050000 20 8.931815339907707e-04 9.000000003362967e-04 9.186242444946674e-05 1.977802572456684e-02
4 59 2.950000 0.050000 20 8.934729355896424e-04 9.000000003362967e-04 8.842229170103952e-05 1.985446373192671e-02
4 60 3.000000 0.050000 20 8.937508839678789e-04 9.000000003362963e-04 8.511054553219863e-05 1.992781751188585e-02
