case_n_substeps,timestep,substep,process,value,n_substeps,sub_dt
20,4,8,diffusion,0.012995304245912984,20,0.05
20,4,8,uplift,0.013495304245912984,20,0.05
20,4,8,deposition,0.0009892947866858674,20,0.05
20,4,9,diffusion,0.013076016803083665,20,0.05
20,4,9,uplift,0.013576016803083665,20,0.05
20,4,9,deposition,0.001078916778798152,20,0.05
20,4,10,diffusion,0.013153374223856602,20,0.05
20,4,10,uplift,0.013653374223856603,20,0.05
20,4,10,deposition,0.0011650476901316313,20,0.05
20,4,11,diffusion,0.013227523566197627,20,0.05
20,4,11,uplift,0.013727523566197627,20,0.05
20,4,11,deposition,0.001247825098807014,20,0.05
20,4,12,diffusion,0.013298605005281294,20,0.05
20,4,12,uplift,0.013798605005281295,20,0.05
20,4,12,deposition,0.0013273812242234895,20,0.05
20,4,13,diffusion,0.013366752179207292,20,0.05
20,4,13,uplift,0.013866752179207293,20,0.05
20,4,13,deposition,0.0014038431146331711,20,0.05
20,4,14,diffusion,0.013432092516419549,20,0.05
20,4,14,uplift,0.01393209251641955,20,0.05
20,4,14,deposition,0.0014773328316258598,20,0.05
20,4,15,diffusion,0.01349474754576169,20,0.05
20,4,15,uplift,0.013994747545761691,20,0.05
20,4,15,deposition,0.001547967630999134,20,0.05
20,4,16,diffusion,0.013554833190074889,20,0.05
20,4,16,uplift,0.014054833190074889,20,0.05
20,4,16,deposition,0.0016158601396016568,20,0.05
20,4,17,diffusion,0.013612460044211868,20,0.05
20,4,17,uplift,0.014112460044211869,20,0.05
20,4,17,deposition,0.0016811185278328509,20,0.05
20,4,18,diffusion,0.013667733638305639,20,0.05
20,4,18,uplift,0.01416773363830564,20,0.05
20,4,18,deposition,0.001743846677562241,20,0.05
20,4,19,diffusion,0.01372075468709464,20,0.05
20,4,19,uplift,0.01422075468709464,20,0.05
20,4,19,deposition,0.0018041443452992932,20,0.05
2,2,0,diffusion,0.0,2,0.5
2,2,0,uplift,0.007,2,0.5
2,2,0,deposition,0.007,2,0.5
2,2,1,diffusion,0.004456762992757603,2,0.5
2,2,1,uplift,0.010119428876316023,2,0.5
2,2,1,deposition,0.010119428876316023,2,0.5
2,3,0,diffusion,0.007324595309970043,2,0.5
2,3,0,uplift,0.012673246488364851,2,0.5
