case_n_substeps,timestep,substep,process,value,n_substeps,sub_dt
15,3,3,uplift,0.017733331527112536,15,0.06666666666666667
15,3,3,uplift_change,0.0009333333333333346,15,0.06666666666666667
15,3,3,deposition,0.0037333326361955153,15,0.06666666666666667
15,3,4,diffusion,0.01773333132642135,15,0.06666666666666667
15,3,4,diffusion_change,3.880029179892386e-10,15,0.06666666666666667
15,3,4,uplift,0.018666664659754684,15,0.06666666666666667
15,3,4,uplift_change,0.0009333333333333346,15,0.06666666666666667
15,3,4,deposition,0.004666665768837664,15,0.06666666666666667
15,3,5,diffusion,0.018666664448500805,15,0.06666666666666667
15,3,5,diffusion_change,4.084241174429071e-10,15,0.06666666666666667
15,3,5,uplift,0.01959999778183414,15,0.06666666666666667
15,3,5,uplift_change,0.0009333333333333346,15,0.06666666666666667
15,3,5,deposition,0.00559999889091712,15,0.06666666666666667
15,3,6,diffusion,0.01959999756001757,15,0.06666666666666667
15,3,6,diffusion_change,4.2884531689657557e-10,15,0.06666666666666667
15,3,6,uplift,0.020533330893350906,15,0.06666666666666667
15,3,6,uplift_change,0.0009333333333333346,15,0.06666666666666667
15,3,6,deposition,0.006533332002433886,15,0.06666666666666667
15,3,7,diffusion,0.020533330660971644,15,0.06666666666666667
15,3,7,diffusion_change,4.4926651635024406e-10,15,0.06666666666666667
15,3,7,uplift,0.02146666399430498,15,0.06666666666666667
15,3,7,uplift_change,0.0009333333333333346,15,0.06666666666666667
15,3,7,deposition,0.007466665103387959,15,0.06666666666666667
15,3,8,diffusion,0.021466663751363028,15,0.06666666666666667
15,3,8,diffusion_change,4.696877123344656e-10,15,0.06666666666666667
15,3,8,uplift,0.022399997084696362,15,0.06666666666666667
15,3,8,uplift_change,0.0009333333333333346,15,0.06666666666666667
15,3,8,deposition,0.008399998193779342,15,0.06666666666666667
15,3,9,diffusion,0.022399996831191718,15,0.06666666666666667
15,3,9,diffusion_change,4.901089117881341e-10,15,0.06666666666666667
15,3,9,uplift,0.023333330164525053,15,0.06666666666666667
15,3,9,uplift_change,0.0009333333333333346,15,0.06666666666666667
15,3,9,deposition,0.009333331273608032,15,0.06666666666666667
15,3,10,diffusion,0.02333332990045772,15,0.06666666666666667
15,3,10,diffusion_change,5.105301077723556e-10,15,0.06666666666666667
15,3,10,uplift,0.024266663233791053,15,0.06666666666666667
15,3,10,uplift_change,0.0009333333333333346,15,0.06666666666666667
15,3,10,deposition,0.010266664342874033,15,0.06666666666666667
